budget,genres,id,popularity,revenue,runtime,tagline,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name
1670000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",14595,1.148166,2305000,86.0,WILLIAM POWELL and MYRNA LOY and me too. We're all together again in a NEW MGM mystery comedy!,Song of the Thin Man,6.6,16.0,1947,8,28,47814,The Thin Man Collection
4000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",10693,16.861533,87400000,77.0,It will live in your heart forever!,Peter Pan,7.0,1380.0,1953,2,5,55422,Peter Pan Collection
900000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1678,13.153272,2250000,96.0,It's Alive!,Godzilla,6.9,194.0,1954,11,3,374509,Godzilla (Showa) Collection
800000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",1679,2.772214,1952653,82.0,,Godzilla Raids Again,6.0,28.0,1955,4,24,374509,Godzilla (Showa) Collection
25000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",18983,8.07532,2000000,80.0,"Incredible, unstoppable titan of terror!","Godzilla, King of the Monsters!",6.8,45.0,1956,4,27,374509,Godzilla (Showa) Collection
104880,"[{'id': 27, 'name': 'Horror'}]",11868,8.355326,3500000,82.0,Who will his bride be tonight?,Horror of Dracula,7.2,124.0,1958,5,8,123724,Dracula (Hammer Series)
110000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",8851,7.079055,4000000,86.0,It crawls. It creeps. It eats you alive!,The Blob,6.2,147.0,1958,9,12,422193,The Blob Collection
806947,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",539,36.826309,32000000,109.0,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,8.3,2405.0,1960,6,16,119674,Psycho Collection
6000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",10911,8.522673,28900000,158.0,The Greatest High Adventure Ever Filmed!,The Guns of Navarone,7.3,191.0,1961,4,27,366826,Navarone Collection
2000000,"[{'id': 18, 'name': 'Drama'}]",990,9.333533,7600000,134.0,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,243.0,1961,9,25,387219,The Hustler Collection
1200000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",646,19.931606,59567035,110.0,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,953.0,1962,10,4,645,James Bond Collection
2500000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",657,12.536729,78900000,115.0,The world's masters of murder pull out all the stops to destroy Agent 007!,From Russia with Love,6.9,773.0,1963,10,11,645,James Bond Collection
200000,"[{'id': 37, 'name': 'Western'}]",391,12.429704,14500000,99.0,"In his own way he is perhaps, the most dangerous man who ever lived!",A Fistful of Dollars,7.6,909.0,1964,9,12,48317,The Man With No Name Collection
2500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",658,13.78884,124881062,110.0,Everything he touches turns into excitement!,Goldfinger,7.2,1005.0,1964,9,17,645,James Bond Collection
5500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",660,10.517835,141195658,130.0,Look up!  Look down!  Look out!,Thunderball,6.5,572.0,1965,12,16,645,James Bond Collection
600000,"[{'id': 37, 'name': 'Western'}]",938,13.295342,15000000,132.0,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!",For a Few Dollars More,7.8,988.0,1965,12,18,48317,The Man With No Name Collection
280379,"[{'id': 27, 'name': 'Horror'}]",17102,8.913793,364937,90.0,"DEAD for Ten Years DRACULA, Prince of Darkness, LIVES AGAIN!",Dracula: Prince of Darkness,6.1,54.0,1966,1,9,123724,Dracula (Hammer Series)
3500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",26268,8.55931,12000000,121.0,Harper takes a case - and the payoff is murder.,Harper,6.3,37.0,1966,2,23,434270,Lew Harper Collection
1200000,"[{'id': 37, 'name': 'Western'}]",429,16.788787,38900000,161.0,For three men the Civil War wasn't hell. It was practice.,"The Good, the Bad and the Ugly",8.1,2371.0,1966,12,23,48317,The Man With No Name Collection
12000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",12208,13.300519,41744718,131.0,Casino Royale is too much for one James Bond!,Casino Royale,5.3,153.0,1967,4,13,645,James Bond Collection
9500000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",667,10.359669,111584787,117.0,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,6.5,541.0,1967,6,12,645,James Bond Collection
4000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",9325,22.845448,378000000,78.0,The Jungle is JUMPIN'!,The Jungle Book,7.1,1791.0,1967,10,17,97459,The Jungle Book Collection
5800000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",871,17.784978,32589624,112.0,"Somewhere in the Universe, there must be something better than man!",Planet of the Apes,7.5,958.0,1968,2,7,1709,Planet of the Apes Original Collection
12000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",62,22.494622,71923560,149.0,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,3075.0,1968,4,10,4438,The Space Odyssey Series
114000,"[{'id': 27, 'name': 'Horror'}]",10331,14.384198,30000000,96.0,"If it doesn't scare you, you're already dead!",Night of the Living Dead,7.5,591.0,1968,10,1,261590,Living Dead Collection
6000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",668,9.356264,64574493,142.0,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,6.5,464.0,1969,12,12,645,James Bond Collection
10000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10671,7.873018,100489151,137.0,The #1 novel of the year - now a motion picture!,Airport,6.2,89.0,1970,3,5,33938,Airport Collection
3000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1685,12.325947,18999718,95.0,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,Beneath the Planet of the Apes,6.2,370.0,1970,5,1,1709,Planet of the Apes Original Collection
2500000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1687,12.120267,12400000,98.0,Meet baby Milo who has Washington terrified.,Escape from the Planet of the Apes,6.3,270.0,1971,5,20,1709,Planet of the Apes Original Collection
1125000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",482,3.73688,12121618,100.0,The mob wanted Harlem back. They got shaft...up to here.,Shaft,6.5,68.0,1971,7,2,495,Shaft Collection
250000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",39464,2.631502,2768400,87.0,,Godzilla vs. Hedorah,6.3,26.0,1971,7,24,374509,Godzilla (Showa) Collection
1800000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1051,6.694959,41200000,104.0,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,7.4,435.0,1971,10,9,155474,French Connection Collection
7200000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",681,12.00491,116019547,120.0,The man who made 007 a household number,Diamonds Are Forever,6.3,562.0,1971,12,13,645,James Bond Collection
4000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",984,10.255315,35976000,102.0,Detective Harry Callahan. He doesn't break murder cases. He smashes them.,Dirty Harry,7.4,630.0,1971,12,21,10456,Dirty Harry Collection
6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",238,41.109264,245066411,175.0,An offer you can't refuse.,The Godfather,8.5,6024.0,1972,3,14,230,The Godfather Collection
1978000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",493,0.760855,10000000,104.0,Last time he was nice. This time he's ice!,Shaft's Big Score!,6.1,7.0,1972,6,8,495,Shaft Collection
150000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",40983,0.978293,102433,91.0,The movie that J.R. shot! (2000 US DVD release),Beware! The Blob,4.9,18.0,1972,6,21,422193,The Blob Collection
1700000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1688,12.843375,9700000,88.0,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,Conquest of the Planet of the Apes,6.1,243.0,1972,6,29,1709,Planet of the Apes Original Collection
760000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",39264,2.298163,980000,78.0,"Titan against Titan! Giant against Giant, in the most spectacular battle yet!!",Godzilla vs. Megalon,5.6,26.0,1973,3,17,374509,Godzilla (Showa) Collection
2142000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",494,1.424722,1458000,112.0,Shaft is stickin' it...all the way.,Shaft in Africa,5.4,6.0,1973,6,14,495,Shaft Collection
1700000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1705,11.644764,8844595,93.0,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,5.5,220.0,1973,6,15,1709,Planet of the Apes Original Collection
7000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",253,9.773768,126377836,121.0,Roger Moore is James Bond.,Live and Let Die,6.4,540.0,1973,7,5,645,James Bond Collection
777000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",838,9.188584,140000000,110.0,Where were you in '62?,American Graffiti,6.9,330.0,1973,8,1,124950,American Graffiti Collection
1200000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",2362,6.529052,10000000,88.0,Westworld ...where robot men and women are programmed to serve you for ...Romance ...Violence ...Anything,Westworld,6.7,345.0,1973,10,22,166698,Westworld Collection
12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9552,12.137595,441306145,122.0,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,7.5,2046.0,1973,12,26,12263,The Exorcist Collection
6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",829,12.29227,30000000,130.0,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,Chinatown,7.9,939.0,1974,6,20,359005,The Jake Gittes Collection
3000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13939,12.968011,22000000,93.0,"Vigilante, city style -- Judge, Jury, and Executioner",Death Wish,7.0,165.0,1974,7,24,14377,Death Wish Collection
140000,"[{'id': 27, 'name': 'Horror'}]",30497,15.526413,30900000,83.0,Who will survive and what will be left of them?,The Texas Chain Saw Massacre,7.1,617.0,1974,10,1,111751,Texas Chainsaw Massacre Collection
500000,"[{'id': 27, 'name': 'Horror'}]",28153,2.564605,7100000,91.0,There's only one thing wrong with the Davis baby....,It's Alive,5.6,39.0,1974,10,15,256297,It's Alive Collection
3000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",27932,8.480501,47000000,107.0,"Something hit us... The crew is dead... Help us, please, please help us!",Airport 1975,5.5,79.0,1974,10,18,33938,Airport Collection
7000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",682,12.127492,97572000,125.0,The man with the golden gun is ready to assassinate James Bond.,The Man with the Golden Gun,6.4,533.0,1974,12,1,645,James Bond Collection
13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",240,36.629307,102600000,200.0,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3418.0,1974,12,20,230,The Godfather Collection
4300000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10711,18.54199,12500000,119.0,,French Connection II,6.6,95.0,1975,5,18,155474,French Connection Collection
5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",11843,6.501177,41833347,113.0,,The Return of the Pink Panther,6.7,138.0,1975,5,21,937,The Pink Panther (Original) Collection
7000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",578,19.726114,470653000,124.0,Don't go in the water.,Jaws,7.5,2628.0,1975,6,18,2366,The Jaws Collection
2700000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",32620,3.027586,2600000,108.0,Harper days are here again...,The Drowning Pool,6.5,21.0,1975,7,1,434270,Lew Harper Collection
2800000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",794,16.641277,60922980,111.0,It is the greatest mystery of all because no human being will ever solve it.,The Omen,7.2,485.0,1976,6,6,10919,The Omen Collection
2500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10640,6.265857,4200000,104.0,Where the only way to survive is to kill yourself,Futureworld,5.7,66.0,1976,8,13,166698,Westworld Collection
23000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",10730,5.810716,90614445,134.0,The most exciting original motion picture event of all time.,King Kong,5.9,179.0,1976,9,8,135498,King Kong (1976 series)
1800000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7340,9.277692,33800000,98.0,If you’ve got a taste for terror... take Carrie to the prom.,Carrie,7.0,977.0,1976,11,3,257053,Carrie Collection
1000000,"[{'id': 18, 'name': 'Drama'}]",1366,14.774066,225300000,119.0,His whole life was a million-to-one shot.,Rocky,7.5,1843.0,1976,11,21,1575,Rocky Collection
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",12268,5.58692,33833201,103.0,Who is this man ? And what is he doing ? Who Cares. But don't miss my new movie...,The Pink Panther Strikes Again,6.8,119.0,1976,12,15,937,The Pink Panther (Original) Collection
9000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10649,7.550133,46236000,96.0,The dirtiest Harry of them all.,The Enforcer,6.7,232.0,1976,12,20,10456,Dirty Harry Collection
6000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7227,9.394776,30000000,114.0,"Flight 23 has crashed in the Bermuda Triangle... passengers still alive, trapped underwater...",Airport '77,5.8,69.0,1977,3,11,33938,Airport Collection
11000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11,42.149697,775398007,121.0,"A long time ago in a galaxy far, far away...",Star Wars,8.1,6778.0,1977,5,25,10,Star Wars Collection
4300000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",11006,7.68372,126700000,96.0,What we have here is a total lack of respect for the law!,Smokey and the Bandit,6.8,197.0,1977,5,26,87220,Smokey and the Bandit Collection
14000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",11586,8.266984,30749142,118.0,It's four years later... what does she remember?,Exorcist II: The Heretic,4.5,137.0,1977,6,17,12263,The Exorcist Collection
7500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",11319,11.32442,169000000,78.0,Two tiny agents vs. the world's wickedest woman in a dazzling animated adventure!,The Rescuers,6.7,609.0,1977,6,22,57971,The Rescuers Collection
13000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",691,9.781451,185438673,125.0,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,The Spy Who Loved Me,6.6,515.0,1977,7,7,645,James Bond Collection
3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",11009,13.657204,237113184,118.0,Catch it,Saturday Night Fever,6.5,383.0,1977,12,16,288280,Saturday Night Fever Collection
750000,"[{'id': 27, 'name': 'Horror'}]",28155,1.55933,1500000,91.0,The 'It's Alive' Baby is back... Only now there are three of them.,It Lives Again,4.9,17.0,1978,5,10,256297,It's Alive Collection
6800000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10766,10.235373,26518355,107.0,The first time was only a warning.,Damien: Omen II,6.1,170.0,1978,6,9,10919,The Omen Collection
20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",579,11.21306,187884007,116.0,Just when you thought it was safe to go back in the water...,Jaws 2,5.9,412.0,1978,6,16,2366,The Jaws Collection
6000000,"[{'id': 10749, 'name': 'Romance'}]",621,7.854899,396271103,110.0,Grease is the word,Grease,7.2,1633.0,1978,7,7,86083,Grease Collection
12000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6081,6.970037,49579269,104.0,Just when you thought it was safe to go back to the movies...,Revenge of the Pink Panther,6.4,121.0,1978,7,19,937,The Pink Panther (Original) Collection
650000,"[{'id': 27, 'name': 'Horror'}]",923,19.24201,55000000,127.0,"When there's no more room in hell, the dead will walk the earth.",Dawn of the Dead,7.4,597.0,1978,9,2,261590,Living Dead Collection
325000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",948,13.672759,70260597,91.0,The Night He Came Home,Halloween,7.4,1066.0,1978,10,25,91361,Halloween Collection
5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 53, 'name': 'Thriller'}]",17339,5.05047,7230000,118.0,,Force 10 from Navarone,6.4,94.0,1978,11,1,366826,Navarone Collection
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1924,15.460102,300500000,143.0,You'll Believe a Man Can Fly!,Superman,6.9,1042.0,1978,12,13,8537,Superman Collection
5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",15417,6.759519,85196485,110.0,Clint Eastwood will turn you Every Which Way But Loose,Every Which Way But Loose,6.2,126.0,1978,12,19,168182,Philo & Clyde Collection
300000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",9638,6.609336,11988469,89.0,"If this one doesn’t scare you, you’re already dead.",Phantasm,6.5,166.0,1979,3,28,47770,Phantasm Collection
350000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",9659,11.412619,100000000,93.0,The Maximum Force Of The Future,Mad Max,6.6,1235.0,1979,4,12,8945,Mad Max Collection
11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",348,23.37742,104931801,117.0,In space no one can hear you scream.,Alien,7.9,4564.0,1979,5,25,8091,Alien Collection
8000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11176,6.769866,65200000,97.0,More entertaining than humanly possible.,The Muppet Movie,7.0,168.0,1979,5,31,256377,The Muppet Collection
7000000,"[{'id': 18, 'name': 'Drama'}]",1367,11.789813,85200000,119.0,Once he fought for a dream. Now he's fighting for love!,Rocky II,6.9,948.0,1979,6,15,1575,Rocky Collection
34000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",698,10.576273,210308099,126.0,Outer space now belongs to 007.,Moonraker,5.9,551.0,1979,6,26,645,James Bond Collection
4700000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11449,14.00318,86432000,117.0,"For God's Sake, Get Out!",The Amityville Horror,6.2,192.0,1979,7,27,397842,The Amityville Horror Collection
2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",33258,3.084426,15000000,110.0,The sights and sounds of the '60s. There were bittersweet times. There were funny times. And it was all unforgettable.,More American Graffiti,4.8,23.0,1979,8,3,124950,American Graffiti Collection
14000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",29723,3.514331,13015688,123.0,"At twice the speed of sound, can the Concorde evade attack?",The Concorde... Airport '79,4.7,45.0,1979,8,17,33938,Airport Collection
1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",45964,9.133206,25000000,97.0,...Fear is the Message!,When a Stranger Calls,6.3,51.0,1979,10,26,276838,When a Stranger Calls Collection
